epoch	coverage
1	10.9
2	26.4
3	26.7
4	28.0
5	28.1
6	28.1
7	28.1
8	28.1
9	28.1
10	28.1
11	28.1
12	28.1
13	28.1
14	28.2
15	28.2
16	28.2
